,Model,Release_date,Max_resolution,Low_resolution,Effective_pixels,Zoom_wide,Zoom_tele,Normal_focus_range,Macro_focus_range,Storage_included,Weight,Dimensions,Price,Brand
818,Ricoh Caplio R40,2006,2816.0,2048.0,6.0,28.0,160.0,30.0,1.0,26.0,165.0,95.0,199.0,Ricoh
819,Ricoh Caplio R5,2006,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,26.0,165.0,96.0,99.0,Ricoh
820,Ricoh Caplio R6,2007,3072.0,2592.0,7.0,28.0,200.0,30.0,1.0,54.0,165.0,100.0,99.0,Ricoh
821,Ricoh Caplio R7,2007,3264.0,3264.0,8.0,28.0,200.0,30.0,1.0,24.0,135.0,100.0,99.0,Ricoh
822,Ricoh Caplio RR530,2005,2560.0,2048.0,4.0,32.0,96.0,30.0,1.0,12.0,190.0,91.0,399.0,Ricoh
823,Ricoh Caplio RR630,2006,2816.0,2048.0,6.0,36.0,108.0,50.0,6.0,12.0,200.0,91.0,399.0,Ricoh
824,Ricoh Caplio G3,2003,2048.0,1280.0,3.0,35.0,105.0,30.0,1.0,8.0,230.0,124.0,99.0,Ricoh
825,Ricoh GR Digital,2005,3264.0,2592.0,8.0,28.0,28.0,30.0,2.0,26.0,200.0,107.0,4999.0,Ricoh
826,Ricoh Caplio GX100,2007,3648.0,3264.0,10.0,24.0,72.0,30.0,1.0,26.0,260.0,112.0,399.0,Ricoh
827,Ricoh Caplio GX8,2005,3264.0,2592.0,8.0,28.0,85.0,30.0,1.0,26.0,260.0,114.0,99.0,Ricoh
828,Ricoh RDC-200G,2000,1792.0,1280.0,2.0,38.0,114.0,4.0,4.0,8.0,500.0,144.0,399.0,Ricoh
829,Ricoh RDC-4300,1998,1280.0,640.0,1.0,35.0,105.0,40.0,8.0,4.0,320.0,135.0,149.0,Ricoh
830,Ricoh RDC-5000,1999,1792.0,896.0,2.0,38.0,86.0,40.0,4.0,8.0,340.0,131.0,149.0,Ricoh
831,Ricoh RDC-5300,1999,1792.0,896.0,2.0,38.0,114.0,40.0,4.0,8.0,380.0,131.0,177.0,Ricoh
832,Ricoh RDC-6000,2000,1600.0,800.0,1.0,40.0,40.0,30.0,13.0,8.0,300.0,110.0,149.0,Ricoh
833,Ricoh RDC-7,2000,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,320.0,135.0,1699.0,Ricoh
834,Ricoh RDC-i500,2001,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,320.0,142.0,4999.0,Ricoh
835,Ricoh RDC-i700,2000,2048.0,1024.0,3.0,35.0,105.0,24.0,1.0,8.0,450.0,157.0,149.0,Ricoh
836,Ricoh Caplio RR1,2001,2272.0,1120.0,3.0,35.0,105.0,24.0,1.0,8.0,340.0,135.0,99.0,Ricoh
837,Ricoh Caplio RX,2004,2048.0,1280.0,3.0,28.0,100.0,30.0,1.0,8.0,215.0,112.0,99.0,Ricoh
838,Samsung Digimax A50,2005,2592.0,2272.0,5.0,35.0,105.0,80.0,5.0,11.0,185.0,107.0,229.0,Samsung
839,Samsung Digimax A502,2005,2592.0,2272.0,5.0,31.0,31.0,100.0,2.0,16.0,175.0,97.0,229.0,Samsung
840,Samsung Digimax A55W,2005,2592.0,2272.0,5.0,28.0,135.0,60.0,1.0,32.0,185.0,106.0,229.0,Samsung
841,Samsung Digimax 130,2002,1280.0,640.0,1.0,43.0,43.0,80.0,40.0,8.0,250.0,106.0,299.0,Samsung
842,Samsung Digimax 202,2004,1600.0,1024.0,1.0,35.0,47.0,120.0,19.0,6.0,135.0,98.0,229.0,Samsung
843,Samsung Digimax 230,2002,1600.0,1024.0,1.0,33.0,100.0,80.0,20.0,0.0,0.0,0.0,229.0,Samsung
844,Samsung Digimax 250,2004,1600.0,1024.0,1.0,35.0,76.0,80.0,15.0,6.0,210.0,107.0,229.0,Samsung
845,Samsung Digimax 301,2004,2048.0,1600.0,3.0,35.0,33.0,10.0,19.0,16.0,137.0,98.0,299.0,Samsung
846,Samsung Digimax 350SE,2002,2048.0,1024.0,3.0,34.0,102.0,80.0,20.0,0.0,320.0,114.0,229.0,Samsung
847,Samsung Digimax 370,2004,2048.0,1620.0,3.0,35.0,114.0,80.0,5.0,0.0,157.0,108.0,229.0,Samsung
848,Samsung Digimax 401,2004,2048.0,1600.0,4.0,35.0,33.0,10.0,19.0,16.0,137.0,98.0,299.0,Samsung
849,Samsung Digimax 410,2002,2272.0,1600.0,3.0,34.0,102.0,80.0,20.0,0.0,340.0,116.0,229.0,Samsung
850,Samsung Digimax 430,2004,2272.0,2048.0,3.0,35.0,114.0,80.0,5.0,32.0,210.0,107.0,229.0,Samsung
851,Samsung Digimax 530,2004,2592.0,2048.0,5.0,38.0,114.0,80.0,6.0,32.0,195.0,110.0,229.0,Samsung
852,Samsung Digimax V4,2003,2272.0,1120.0,3.0,38.0,114.0,80.0,6.0,0.0,210.0,106.0,229.0,Samsung
853,Samsung GX-10,2006,3872.0,3008.0,10.0,0.0,0.0,0.0,0.0,0.0,793.0,142.0,199.0,Samsung
854,Samsung GX-1L,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,570.0,125.0,299.0,Samsung
855,Samsung GX-1S,2006,3008.0,2400.0,6.0,0.0,0.0,0.0,0.0,0.0,605.0,125.0,299.0,Samsung
856,Samsung Digimax i5,2005,2595.0,2272.0,5.0,39.0,117.0,50.0,5.0,50.0,155.0,90.0,229.0,Samsung
857,Samsung Digimax i6,2006,2816.0,2592.0,6.0,39.0,117.0,50.0,1.0,45.0,0.0,96.0,229.0,Samsung
858,Samsung i7,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,450.0,210.0,101.0,119.0,Samsung
859,Samsung i70,2007,3072.0,2592.0,7.0,38.0,114.0,80.0,5.0,20.0,180.0,90.0,199.0,Samsung
860,Samsung i85,2007,3264.0,2592.0,8.0,36.0,108.0,80.0,5.0,173.0,0.0,95.0,149.0,Samsung
861,Samsung L83T,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,19.0,160.0,93.0,229.0,Samsung
862,Samsung L700,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,20.0,170.0,97.0,199.0,Samsung
863,Samsung L73,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,19.0,180.0,98.0,119.0,Samsung
864,Samsung L730,2007,3264.0,2592.0,7.0,38.0,114.0,80.0,10.0,16.0,183.0,95.0,99.0,Samsung
865,Samsung L74 Wide,2007,3072.0,2592.0,7.0,28.0,101.0,80.0,5.0,450.0,210.0,105.0,119.0,Samsung
866,Samsung L77,2007,3072.0,2592.0,7.0,38.0,266.0,80.0,10.0,0.0,0.0,94.0,119.0,Samsung
867,Samsung L830,2007,3264.0,2592.0,8.0,38.0,114.0,80.0,5.0,10.0,183.0,95.0,99.0,Samsung
868,Samsung NV10,2006,3648.0,3136.0,10.0,35.0,105.0,80.0,4.0,20.0,190.0,97.0,229.0,Samsung
869,Samsung NV11,2007,3648.0,3136.0,10.0,35.0,190.0,80.0,1.0,0.0,240.0,107.0,229.0,Samsung
870,Samsung NV15,2007,3648.0,2592.0,10.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0,Samsung
871,Samsung NV20,2007,4000.0,2592.0,12.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0,Samsung
872,Samsung NV3,2006,3072.0,2816.0,7.0,38.0,114.0,80.0,1.0,15.0,155.0,95.0,229.0,Samsung
873,Samsung NV7 OPS,2006,3072.0,2688.0,7.0,38.0,270.0,80.0,1.0,19.0,290.0,106.0,229.0,Samsung
874,Samsung NV8,2007,3264.0,2592.0,8.0,34.0,102.0,80.0,4.0,20.0,0.0,97.0,229.0,Samsung
875,Samsung Pro815,2005,3264.0,2400.0,8.0,28.0,420.0,10.0,3.0,0.0,910.0,136.0,299.0,Samsung
876,Samsung S1030,2007,3648.0,3476.0,10.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,199.0,Samsung
877,Samsung S1050,2007,3648.0,3476.0,10.0,38.0,190.0,80.0,1.0,45.0,254.0,105.0,199.0,Samsung
878,Samsung S630,2007,2816.0,2048.0,6.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0,Samsung
879,Samsung S730,2007,3072.0,2592.0,7.0,35.0,105.0,80.0,5.0,16.0,186.0,100.0,99.0,Samsung
880,Samsung S830,2007,3264.0,3072.0,8.0,35.0,105.0,80.0,4.0,45.0,220.0,100.0,99.0,Samsung
881,Samsung S85,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,204.0,100.0,149.0,Samsung
882,Samsung S850,2007,3264.0,2592.0,8.0,38.0,190.0,80.0,1.0,20.0,222.0,104.0,149.0,Samsung
883,Samsung Digimax U-CA 3,2003,2048.0,2048.0,3.0,35.0,114.0,80.0,5.0,0.0,134.0,102.0,229.0,Samsung
884,Samsung Digimax U-CA 4,2004,2272.0,2048.0,4.0,35.0,105.0,80.0,5.0,0.0,169.0,102.0,229.0,Samsung
885,Samsung Digimax U-CA 401,2004,2272.0,1136.0,3.0,35.0,35.0,60.0,6.0,0.0,165.0,97.0,229.0,Samsung
886,Samsung Digimax V40,2004,2272.0,2048.0,3.0,35.0,113.0,80.0,5.0,0.0,230.0,106.0,229.0,Samsung
887,Samsung Digimax V5,2004,2592.0,2272.0,5.0,38.0,114.0,80.0,5.0,0.0,180.0,106.0,229.0,Samsung
888,Samsung Digimax V50,2004,2592.0,2272.0,5.0,35.0,113.0,80.0,5.0,256.0,230.0,106.0,229.0,Samsung
889,Samsung Digimax V6,2004,2816.0,2560.0,6.0,38.0,114.0,80.0,6.0,0.0,220.0,106.0,229.0,Samsung
890,Samsung Digimax V700,2005,3072.0,2816.0,7.0,38.0,114.0,80.0,4.0,128.0,220.0,106.0,229.0,Samsung
891,Samsung Digimax V800,2005,3264.0,2816.0,8.0,38.0,114.0,80.0,4.0,32.0,220.0,106.0,229.0,Samsung
892,Sanyo DSC-AZ1,2001,2288.0,1600.0,3.0,35.0,98.0,50.0,10.0,16.0,340.0,106.0,429.0,Sanyo
893,Sanyo DSC-J1,2003,2048.0,1600.0,3.0,37.0,104.0,20.0,2.0,8.0,205.0,98.0,429.0,Sanyo
894,Sanyo DSC-S1,2003,2048.0,1600.0,3.0,36.0,108.0,50.0,16.0,8.0,190.0,100.0,149.0,Sanyo
895,Sanyo Xacti DSC-S3,2004,2048.0,1600.0,3.0,37.0,112.0,50.0,2.0,16.0,185.0,91.0,1399.0,Sanyo
896,Sanyo Xacti DSC-S4,2004,2288.0,1600.0,3.0,37.0,105.0,50.0,2.0,16.0,185.0,91.0,1399.0,Sanyo
897,Sanyo DSC-MZ1,2001,1600.0,640.0,1.0,35.0,98.0,50.0,10.0,8.0,340.0,106.0,429.0,Sanyo
898,Sanyo VPC-X350,1999,1024.0,640.0,0.0,38.0,38.0,60.0,10.0,4.0,260.0,105.0,149.0,Sanyo
899,Sanyo VPC-Z400,1999,1280.0,640.0,1.0,34.0,102.0,80.0,20.0,4.0,350.0,128.0,149.0,Sanyo
900,Sigma DP1,2006,2640.0,1776.0,4.0,28.0,28.0,0.0,0.0,0.0,270.0,109.0,1599.0,Sigma
901,Sigma SD10,2003,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,1599.0,Sigma
902,Sigma SD14,2006,2640.0,1776.0,4.0,0.0,0.0,0.0,0.0,0.0,750.0,144.0,19.0,Sigma
903,Sigma SD9,2002,2268.0,1134.0,3.0,0.0,0.0,0.0,0.0,0.0,950.0,152.0,19.0,Sigma
904,Sony Mavica FD-91,1998,1024.0,640.0,0.0,37.0,518.0,80.0,3.0,1.0,950.0,140.0,1399.0,Sony
905,Sony Mavica CD1000,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,8.0,980.0,125.0,1399.0,Sony
906,Sony Mavica CD200,2001,1600.0,1024.0,1.0,39.0,117.0,50.0,3.0,8.0,620.0,144.0,1399.0,Sony
907,Sony Mavica CD250,2002,1600.0,1280.0,1.0,41.0,123.0,50.0,3.0,6.0,610.0,138.0,1399.0,Sony
908,Sony Mavica CD300,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,620.0,144.0,1399.0,Sony
909,Sony Mavica CD350,2003,2048.0,1632.0,3.0,41.0,123.0,50.0,10.0,1.0,522.0,132.0,1399.0,Sony
910,Sony Mavica CD400,2002,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,6.0,640.0,138.0,1399.0,Sony
911,Sony Mavica CD500,2003,2592.0,2048.0,5.0,34.0,102.0,50.0,4.0,1.0,606.0,139.0,1399.0,Sony
912,Sony DSC-D700,1998,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0,Sony
913,Sony DSC-D770,1999,1344.0,640.0,1.0,28.0,140.0,20.0,0.0,8.0,900.0,130.0,149.0,Sony
914,Sony DSC-F505,1999,1600.0,1024.0,1.0,38.0,190.0,80.0,8.0,4.0,475.0,107.0,149.0,Sony
915,Sony DSC-F505V,2000,1856.0,1600.0,2.0,38.0,190.0,50.0,2.0,8.0,482.0,107.0,149.0,Sony
916,Sony DSC-F55,1999,1600.0,640.0,1.0,37.0,37.0,50.0,10.0,4.0,300.0,103.0,429.0,Sony
917,Sony DSC-F55V,2000,1856.0,1600.0,2.0,37.0,37.0,25.0,10.0,8.0,280.0,103.0,429.0,Sony
918,Sony DSC-F707,2001,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,16.0,667.0,162.0,149.0,Sony
919,Sony DSC-F717,2002,2560.0,2048.0,4.0,38.0,190.0,50.0,2.0,32.0,659.0,162.0,149.0,Sony
920,Sony DSC-F828,2003,3264.0,2592.0,8.0,28.0,200.0,50.0,2.0,0.0,906.0,134.0,429.0,Sony
921,Sony DSC-F88,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,202.0,98.0,429.0,Sony
922,Sony DSC-G1,2007,2816.0,2048.0,6.0,38.0,114.0,50.0,8.0,2.0,238.0,93.0,429.0,Sony
923,Sony DSC-H1,2005,2592.0,2048.0,5.0,36.0,432.0,50.0,2.0,32.0,591.0,108.0,429.0,Sony
924,Sony DSC-H2,2006,2816.0,2048.0,6.0,36.0,432.0,50.0,2.0,32.0,490.0,108.0,429.0,Sony
925,Sony DSC-H3,2007,3264.0,3264.0,8.0,38.0,380.0,50.0,2.0,31.0,264.0,106.0,429.0,Sony
926,Sony DSC-H5,2006,3072.0,2592.0,7.0,36.0,432.0,50.0,2.0,32.0,490.0,108.0,429.0,Sony
927,Sony DSC-H7,2007,3264.0,2592.0,8.0,31.0,465.0,50.0,2.0,31.0,405.0,110.0,429.0,Sony
928,Sony DSC-H9,2007,3264.0,2592.0,8.0,31.0,465.0,50.0,2.0,31.0,440.0,110.0,429.0,Sony
929,Sony DSC-L1,2004,2304.0,1280.0,4.0,32.0,96.0,12.0,12.0,16.0,152.0,95.0,429.0,Sony
930,Sony DSC-M1,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,215.0,51.0,429.0,Sony
931,Sony DSC-M2,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,1.0,32.0,240.0,51.0,399.0,Sony
932,Sony DSC-N1,2005,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,429.0,Sony
933,Sony DSC-N2,2006,3264.0,2592.0,10.0,38.0,114.0,50.0,6.0,32.0,139.0,94.0,399.0,Sony
934,Sony DSC-P1,2000,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,250.0,114.0,429.0,Sony
935,Sony DSC-P10,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,206.0,105.0,149.0,Sony
936,Sony DSC-P100,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,180.0,108.0,149.0,Sony
937,Sony DSC-P150,2004,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,108.0,149.0,Sony
938,Sony DSC-P2,2002,1600.0,1280.0,1.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,399.0,Sony
939,Sony DSC-P20,2001,1216.0,1024.0,1.0,42.0,42.0,60.0,3.0,4.0,230.0,123.0,399.0,Sony
940,Sony DSC-P200,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,180.0,104.0,399.0,Sony
941,Sony DSC-P3,2001,1920.0,1600.0,2.0,36.0,36.0,25.0,10.0,8.0,194.0,113.0,429.0,Sony
942,Sony DSC-P30,2001,1280.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0,Sony
943,Sony DSC-P31,2002,1600.0,1280.0,1.0,33.0,33.0,10.0,10.0,8.0,231.0,106.0,429.0,Sony
944,Sony DSC-P32,2003,2048.0,1632.0,3.0,33.0,33.0,10.0,10.0,16.0,217.0,101.0,429.0,Sony
945,Sony DSC-P41,2004,2272.0,1600.0,3.0,33.0,33.0,10.0,10.0,16.0,180.0,106.0,429.0,Sony
946,Sony DSC-P5,2001,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,8.0,214.0,113.0,429.0,Sony
947,Sony DSC-P50,2001,1600.0,1024.0,1.0,41.0,123.0,50.0,3.0,4.0,250.0,143.0,149.0,Sony
948,Sony DSC-P51,2002,1600.0,1280.0,1.0,41.0,82.0,8.0,8.0,16.0,275.0,127.0,429.0,Sony
949,Sony DSC-P52,2003,2048.0,1632.0,3.0,41.0,82.0,8.0,8.0,16.0,280.0,123.0,429.0,Sony
950,Sony DSC-P7,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,214.0,114.0,149.0,Sony
951,Sony DSC-P71,2002,2048.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,284.0,125.0,149.0,Sony
952,Sony DSC-P72,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,259.0,120.0,149.0,Sony
953,Sony DSC-P73,2004,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,243.0,116.0,149.0,Sony
954,Sony DSC-P8,2003,2048.0,1632.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,105.0,429.0,Sony
955,Sony DSC-P9,2002,2272.0,1600.0,3.0,39.0,117.0,50.0,10.0,16.0,206.0,113.0,429.0,Sony
956,Sony DSC-P92,2003,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,16.0,259.0,120.0,429.0,Sony
957,Sony DSC-P93,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,10.0,32.0,236.0,117.0,429.0,Sony
958,Sony DSC-R1,2005,3888.0,3264.0,10.0,24.0,120.0,0.0,0.0,0.0,995.0,139.0,429.0,Sony
959,Sony DSC-S30,2000,1280.0,640.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0,Sony
960,Sony DSC-S40,2005,2304.0,2048.0,4.0,32.0,96.0,0.0,0.0,32.0,184.0,99.0,149.0,Sony
961,Sony DSC-S50,2000,1600.0,1280.0,1.0,39.0,117.0,25.0,3.0,4.0,370.0,113.0,149.0,Sony
962,Sony DSC-S60,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,249.0,97.0,149.0,Sony
963,Sony DSC-S600,2006,2816.0,2048.0,6.0,31.0,93.0,12.0,0.0,32.0,180.0,100.0,149.0,Sony
964,Sony DSC-S650,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0,Sony
965,Sony DSC-S70,2000,2048.0,1600.0,3.0,34.0,102.0,25.0,4.0,8.0,420.0,117.0,149.0,Sony
966,Sony DSC-S700,2007,3072.0,2592.0,7.0,35.0,105.0,35.0,5.0,24.0,178.0,91.0,149.0,Sony
967,Sony DSC-S75,2001,2048.0,1600.0,3.0,34.0,102.0,50.0,4.0,8.0,444.0,125.0,149.0,Sony
968,Sony DSC-S800,2007,3264.0,2592.0,8.0,37.0,222.0,50.0,2.0,54.0,245.0,93.0,149.0,Sony
969,Sony DSC-S85,2001,2272.0,1600.0,3.0,34.0,102.0,50.0,4.0,16.0,444.0,125.0,149.0,Sony
970,Sony DSC-S90,2005,2304.0,2048.0,4.0,39.0,117.0,50.0,10.0,32.0,253.0,97.0,149.0,Sony
971,Sony DSC-T1,2003,2592.0,2048.0,5.0,38.0,114.0,25.0,1.0,32.0,180.0,91.0,399.0,Sony
972,Sony DSC-T10,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,56.0,168.0,90.0,399.0,Sony
973,Sony DSC-T100,2007,3264.0,2592.0,8.0,35.0,175.0,50.0,1.0,31.0,197.0,92.0,399.0,Sony
974,Sony DSC-T11,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,103.0,399.0,Sony
975,Sony DSC-T20,2007,3264.0,2592.0,8.0,38.0,114.0,50.0,1.0,31.0,197.0,90.0,399.0,Sony
976,Sony DSC-T200,2007,3264.0,3264.0,8.0,35.0,175.0,50.0,1.0,31.0,160.0,94.0,399.0,Sony
977,Sony DSC-T3,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,186.0,90.0,399.0,Sony
978,Sony DSC-T30,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,172.0,95.0,399.0,Sony
979,Sony DSC-T33,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,150.0,99.0,399.0,Sony
980,Sony DSC-T5,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,139.0,94.0,399.0,Sony
981,Sony DSC-T50,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,1.0,58.0,170.0,95.0,399.0,Sony
982,Sony DSC-T7,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,8.0,32.0,134.0,92.0,149.0,Sony
983,Sony DSC-T9,2005,2816.0,2048.0,6.0,38.0,114.0,50.0,1.0,32.0,185.0,90.0,429.0,Sony
984,Sony DSC-U10,2002,1280.0,640.0,1.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,149.0,Sony
985,Sony DSC-U20,2002,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,118.0,85.0,399.0,Sony
986,Sony DSC-U30,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,85.0,149.0,Sony
987,Sony DSC-U40,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,130.0,83.0,149.0,Sony
988,Sony DSC-U50,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,132.0,100.0,149.0,Sony
989,Sony DSC-U60,2003,1632.0,640.0,2.0,33.0,33.0,10.0,10.0,8.0,200.0,60.0,149.0,Sony
990,Sony DSC-V1,2003,2592.0,2048.0,5.0,34.0,136.0,40.0,10.0,32.0,298.0,99.0,429.0,Sony
991,Sony DSC-V3,2004,3072.0,2592.0,7.0,34.0,136.0,40.0,10.0,0.0,390.0,120.0,429.0,Sony
992,Sony DSC-W1,2004,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0,Sony
993,Sony DSC-W100,2006,3264.0,2592.0,8.0,38.0,114.0,50.0,6.0,64.0,192.0,94.0,149.0,Sony
994,Sony DSC-W200,2007,4000.0,3264.0,12.0,35.0,105.0,34.0,5.0,31.0,195.0,91.0,399.0,Sony
995,Sony DSC-W30,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,153.0,90.0,149.0,Sony
996,Sony DSC-W35,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,149.0,90.0,429.0,Sony
997,Sony DSC-W5,2005,2592.0,2048.0,5.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,429.0,Sony
998,Sony DSC-W50,2006,2816.0,2048.0,6.0,38.0,114.0,50.0,2.0,32.0,157.0,89.0,149.0,Sony
999,Sony DSC-W55,2007,3072.0,2592.0,7.0,38.0,114.0,30.0,2.0,56.0,147.0,90.0,429.0,Sony
1000,Sony DSC-W7,2005,3072.0,2592.0,7.0,38.0,114.0,50.0,6.0,32.0,250.0,91.0,149.0,Sony
1001,Sony DSC-W70,2006,3072.0,2592.0,7.0,38.0,114.0,50.0,2.0,58.0,157.0,89.0,149.0,Sony
1002,Sony DSC-W80,2007,3072.0,2592.0,7.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,149.0,Sony
1003,Sony DSC-W90,2007,3254.0,2592.0,8.0,35.0,105.0,50.0,4.0,31.0,175.0,91.0,429.0,Sony
1004,Sony DSLR-A100,2006,3872.0,3896.0,10.0,0.0,0.0,0.0,0.0,0.0,638.0,133.0,599.0,Sony
1005,Sony DSLR-A700,2007,4272.0,3104.0,12.0,0.0,0.0,0.0,0.0,0.0,768.0,142.0,599.0,Sony
1006,Sony Mavica FD-100,2002,1280.0,1024.0,1.0,37.0,111.0,0.0,0.0,1.0,0.0,0.0,1399.0,Sony
1007,Sony Mavica FD-200,2002,1600.0,1024.0,1.0,37.0,111.0,19.0,3.0,1.0,520.0,142.0,1399.0,Sony
1008,Sony Mavica FD-71,1998,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0,Sony
1009,Sony Mavica FD-73,1999,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,500.0,138.0,1399.0,Sony
1010,Sony Mavica FD-75,2001,640.0,320.0,0.0,40.0,400.0,1.0,1.0,1.0,580.0,138.0,1399.0,Sony
1011,Sony Mavica FD-81,1998,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,140.0,1399.0,Sony
1012,Sony Mavica FD-83,1999,1024.0,640.0,0.0,37.0,111.0,1.0,1.0,1.0,580.0,142.0,1399.0,Sony
1013,Sony Mavica FD-85,2000,1280.0,1280.0,1.0,37.0,111.0,1.0,1.0,1.0,0.0,0.0,1399.0,Sony
1014,Sony Mavica FD-87,2001,1280.0,1024.0,1.0,39.0,117.0,25.0,3.0,1.0,630.0,143.0,1399.0,Sony
1015,Sony Mavica FD-88,1999,1280.0,1024.0,1.0,34.0,270.0,4.0,4.0,1.0,600.0,142.0,1399.0,Sony
1016,Sony Mavica FD-90,2000,1280.0,1280.0,1.0,34.0,270.0,4.0,4.0,1.0,0.0,0.0,1399.0,Sony
1017,Sony Mavica FD-92,2001,1472.0,1280.0,1.0,41.0,328.0,25.0,3.0,1.0,660.0,126.0,1399.0,Sony
1018,Sony Mavica FD-95,2000,1600.0,1600.0,1.0,37.0,370.0,80.0,3.0,1.0,900.0,0.0,1399.0,Sony
1019,Sony Mavica FD-97,2001,1600.0,1024.0,1.0,39.0,390.0,25.0,2.0,1.0,990.0,126.0,1399.0,Sony
1020,Toshiba PDR-3310,2002,2048.0,1024.0,3.0,35.0,105.0,55.0,12.0,8.0,205.0,91.0,177.0,Toshiba
1021,Toshiba PDR-3330,2002,2048.0,1024.0,3.0,35.0,100.0,80.0,10.0,8.0,320.0,116.0,177.0,Toshiba
1022,Toshiba PDR-4300,2003,2400.0,1200.0,3.0,35.0,100.0,80.0,10.0,16.0,0.0,0.0,599.0,Toshiba
1023,Toshiba PDR-5300,2003,2560.0,2048.0,4.0,35.0,105.0,80.0,10.0,16.0,230.0,93.0,177.0,Toshiba
1024,Toshiba PDR-M1,1998,1280.0,640.0,1.0,35.0,35.0,50.0,9.0,4.0,290.0,123.0,62.0,Toshiba
1025,Toshiba PDR-M11,2001,1280.0,640.0,1.0,52.0,52.0,90.0,0.0,8.0,240.0,116.0,62.0,Toshiba
1026,Toshiba PDR-M21,2001,1600.0,800.0,1.0,39.0,39.0,50.0,0.0,8.0,240.0,116.0,177.0,Toshiba
